sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145058	k99_11527	k99_11527_618-3782.1	antibacterial	k99_11527_k99_11527_3	2594	3782	PF07690	0.60866	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_11527	k99_11527_618-3782.1	antibacterial	k99_11527_k99_11527_3	2594	3782	PF13347	0.61024	CL0015	MFS	MFS_2	MFS/sugar transport protein	1747	Cutibacterium acnes
SRR6145058	k99_9408	k99_9408_1-1447.1	antibacterial	k99_9408_k99_9408_1	1	1447	PF01645	0.55538	CL0036	TIM_barrel	Glu_synthase	Conserved region in glutamate synthase	1747	Cutibacterium acnes
SRR6145058	k99_9408	k99_9408_1-1447.1	antibacterial	k99_9408_k99_9408_1	1	1447	PF04898	0.53877	CL0036	TIM_barrel	Glu_syn_central	Glutamate synthase central domain	1747	Cutibacterium acnes
SRR6145058	k99_2216	k99_2216_0-1575.1	antibacterial	k99_2216_k99_2216_1	0	1575	PF04055	0.57081	CL0036	TIM_barrel	Radical_SAM	Radical SAM superfamily	1747	Cutibacterium acnes
SRR6145058	k99_1848	k99_1848_0-968.1	antibacterial	k99_1848_k99_1848_1	0	318	PF02698	0.60093	NA	NA	DUF218	DUF218 domain	1747	Cutibacterium acnes
SRR6145058	k99_1848	k99_1848_0-968.1	antibacterial	k99_1848_k99_1848_1	0	318	PF11823	0.50133	NA	NA	DUF3343	Protein of unknown function (DUF3343)	1747	Cutibacterium acnes
SRR6145058	k99_1848	k99_1848_0-968.1	antibacterial	k99_1848_k99_1848_2	314	968	PF14016	0.72225	NA	NA	DUF4232	Protein of unknown function (DUF4232)	1747	Cutibacterium acnes
SRR6145058	k99_11836	k99_11836_2-1013.1	antibacterial	k99_11836_k99_11836_1	2	1013	PF06728	0.6146	CL0111	GT-C	PIG-U	GPI transamidase subunit PIG-U	1747	Cutibacterium acnes
SRR6145058	k99_11836	k99_11836_2-1013.1	antibacterial	k99_11836_k99_11836_1	2	1013	PF09594	0.57231	CL0111	GT-C	GT87	Glycosyltransferase family 87	1747	Cutibacterium acnes
SRR6145058	k99_6123	k99_6123_0-1032.1	antibacterial	k99_6123_k99_6123_1	0	270	PF00355	0.64243	CL0516	ISP-domain	Rieske	Rieske [2Fe-2S] domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_6123	k99_6123_0-1032.1	antibacterial	k99_6123_k99_6123_2	285	1032	PF00300	0.55068	CL0071	His_phosphatase	His_Phos_1	Histidine phosphatase superfamily (branch 1)	1234380	Cutibacterium acnes C1
SRR6145058	k99_6317	k99_6317_2-4679.1	antibacterial	k99_6317_k99_6317_1	2	4679	PF05593	0.60642	NA	NA	RHS_repeat	RHS Repeat	1747	Cutibacterium acnes
SRR6145058	k99_8958	k99_8958_2-344.1	antibacterial	k99_8958_k99_8958_1	2	344	PF00266	0.60431	CL0061	PLP_aminotran	Aminotran_5	Aminotransferase class-V	1747	Cutibacterium acnes
SRR6145058	k99_8958	k99_8958_1517-2504.1	antibacterial	k99_8958_k99_8958_3	1517	2504	PF01717	0.54423	CL0160	Methionine_synt	Meth_synt_2	Cobalamin-independent synthase, Catalytic domain	1747	Cutibacterium acnes
SRR6145058	k99_1985	k99_1985_1155-1701.1	antibacterial	k99_1985_k99_1985_2	1155	1701	PF07690	0.61863	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_5996	k99_5996_2-1004.1	antibacterial	k99_5996_k99_5996_1	2	1004	PF03632	0.59435	CL0059	6_Hairpin	Glyco_hydro_65m	Glycosyl hydrolase family 65 central catalytic domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_1	1	562	PF01497	0.78206	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_2	542	1712	PF01032	0.69448	CL0142	Membrane_trans	FecCD	FecCD transport family	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF00005	0.69605	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF13555	0.71392	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF00931	0.79322	CL0023	P-loop_NTPase	NB-ARC	NB-ARC domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF13191	0.79375	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF13476	0.80037	CL0023	P-loop_NTPase	AAA_23	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF02463	0.82207	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_5629	k99_5629_1-2472.1	antibacterial	k99_5629_k99_5629_3	1704	2472	PF13304	0.83377	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1747	Cutibacterium acnes
SRR6145058	k99_5316	k99_5316_2-1090.1	antibacterial	k99_5316_k99_5316_1	2	131	PF05448	0.70223	CL0028	AB_hydrolase	AXE1	Acetyl xylan esterase (AXE1)	1234380	Cutibacterium acnes C1
SRR6145058	k99_5316	k99_5316_2-1090.1	antibacterial	k99_5316_k99_5316_2	341	557	PF05448	0.6735	CL0028	AB_hydrolase	AXE1	Acetyl xylan esterase (AXE1)	1234380	Cutibacterium acnes C1
SRR6145058	k99_5316	k99_5316_2-1090.1	antibacterial	k99_5316_k99_5316_3	604	1090	PF00300	0.61209	CL0071	His_phosphatase	His_Phos_1	Histidine phosphatase superfamily (branch 1)	1234380	Cutibacterium acnes C1
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_1	1	463	PF00481	0.58971	CL0238	PP2C	PP2C	Protein phosphatase 2C	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_1	1	463	PF13672	0.59382	CL0238	PP2C	PP2C_2	Protein phosphatase 2C	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_2	466	955	PF16697	0.5555	CL0357	SMAD-FHA	Yop-YscD_cpl	Inner membrane component of T3SS, cytoplasmic domain	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_2	466	955	PF00498	0.56518	CL0357	SMAD-FHA	FHA	FHA domain	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_3	957	1647	PF16697	0.59462	CL0357	SMAD-FHA	Yop-YscD_cpl	Inner membrane component of T3SS, cytoplasmic domain	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_3	957	1647	PF00498	0.61666	CL0357	SMAD-FHA	FHA	FHA domain	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_3	957	1647	PF12401	0.68823	NA	NA	DUF3662	Protein of unknown function (DUF2662)	1747	Cutibacterium acnes
SRR6145058	k99_2217	k99_2217_1-3487.1	antibacterial	k99_2217_k99_2217_5	2935	3487	PF01636	0.63257	CL0016	PKinase	APH	Phosphotransferase enzyme family	1747	Cutibacterium acnes
SRR6145058	k99_520	k99_520_0-396.1	antibacterial	k99_520_k99_520_1	0	396	PF00486	0.53969	CL0123	HTH	Trans_reg_C	Transcriptional regulatory protein, C terminal	1747	Cutibacterium acnes
SRR6145058	k99_522	k99_522_2-1013.1	antibacterial	k99_522_k99_522_1	2	1013	PF00155	0.57945	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II	1747	Cutibacterium acnes
SRR6145058	k99_10920	k99_10920_0-3515.1	antibacterial	k99_10920_k99_10920_1	0	642	PF02867	0.59323	CL0339	PFL-like	Ribonuc_red_lgC	Ribonucleotide reductase, barrel domain	1747	Cutibacterium acnes
SRR6145058	k99_10920	k99_10920_0-3515.1	antibacterial	k99_10920_k99_10920_2	676	1663	PF00268	0.60781	CL0044	Ferritin	Ribonuc_red_sm	Ribonucleotide reductase, small chain	1747	Cutibacterium acnes
SRR6145058	k99_10920	k99_10920_0-3515.1	antibacterial	k99_10920_k99_10920_3	2585	3515	PF00480	0.59494	CL0108	Actin_ATPase	ROK	ROK family	1747	Cutibacterium acnes
SRR6145058	k99_10920	k99_10920_4350-4473.1	antibacterial	k99_10920_k99_10920_5	4350	4473	PF00444	0.54029	NA	NA	Ribosomal_L36	Ribosomal protein L36	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_2-1892.1	antibacterial	k99_11594_k99_11594_1	2	1892	PF04898	0.54237	CL0036	TIM_barrel	Glu_syn_central	Glutamate synthase central domain	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_2-1892.1	antibacterial	k99_11594_k99_11594_1	2	1892	PF00310	0.47776	CL0052	NTN	GATase_2	Glutamine amidotransferases class-II	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_4	3343	4600	PF00291	0.51429	CL0063	NADP_Rossmann	PALP	Pyridoxal-phosphate dependent enzyme	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_5	4627	5428	PF00218	0.46737	CL0036	TIM_barrel	IGPS	Indole-3-glycerol phosphate synthase	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_5	4627	5428	PF04131	0.56304	CL0036	TIM_barrel	NanE	Putative N-acetylmannosamine-6-phosphate epimerase	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_7	5757	6447	PF09534	0.55692	NA	NA	Trp_oprn_chp	Tryptophan-associated transmembrane protein (Trp_oprn_chp)	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_9	6757	7150	PF01502	0.64133	NA	NA	PRA-CH	Phosphoribosyl-AMP cyclohydrolase	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_10	7223	7859	PF11716	0.73504	CL0310	DinB	MDMPI_N	Mycothiol maleylpyruvate isomerase N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_11594	k99_11594_3343-7859.1	antibacterial	k99_11594_k99_11594_10	7223	7859	PF07398	0.69191	CL0311	SCP2	MDMPI_C	MDMPI C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8209	k99_8209_2-659.1	antibacterial	k99_8209_k99_8209_1	2	659	PF13439	0.54402	CL0113	GT-B	Glyco_transf_4	Glycosyltransferase Family 4	1747	Cutibacterium acnes
SRR6145058	k99_8209	k99_8209_2-659.1	antibacterial	k99_8209_k99_8209_1	2	659	PF13579	0.52416	CL0113	GT-B	Glyco_trans_4_4	Glycosyl transferase 4-like domain	1747	Cutibacterium acnes
SRR6145058	k99_6458	k99_6458_1-955.1	antibacterial	k99_6458_k99_6458_1	1	955	PF01326	0.55886	CL0179	ATP-grasp	PPDK_N	Pyruvate phosphate dikinase, PEP/pyruvate binding domain	1747	Cutibacterium acnes
SRR6145058	k99_9587	k99_9587_2-1334.1	antibacterial	k99_9587_k99_9587_1	2	521	PF00348	0.61842	CL0613	Terp_synthase	polyprenyl_synt	Polyprenyl synthetase	1747	Cutibacterium acnes
SRR6145058	k99_9587	k99_9587_2-1334.1	antibacterial	k99_9587_k99_9587_2	551	1334	PF00590	0.51606	NA	NA	TP_methylase	Tetrapyrrole (Corrin/Porphyrin) Methylases	1747	Cutibacterium acnes
SRR6145058	k99_1345	k99_1345_477-1155.1	antibacterial	k99_1345_k99_1345_1	477	1155	PF02613	0.55204	NA	NA	Nitrate_red_del	Nitrate reductase delta subunit	1747	Cutibacterium acnes
SRR6145058	k99_1345	k99_1345_1602-1971.1	antibacterial	k99_1345_k99_1345_3	1602	1971	PF03454	0.50915	NA	NA	MoeA_C	MoeA C-terminal region (domain IV)	1747	Cutibacterium acnes
SRR6145058	k99_8211	k99_8211_189-717.1	antibacterial	k99_8211_k99_8211_2	189	717	PF11349	0.57517	NA	NA	DUF3151	Protein of unknown function (DUF3151)	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_2	133	817	PF01891	0.74445	CL0315	Gx_transp	CbiM	Cobalt uptake substrate-specific transmembrane region	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_3	809	1244	PF02553	0.65684	NA	NA	CbiN	Cobalt transport protein component CbiN	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_4	1240	2086	PF02361	0.60455	NA	NA	CbiQ	Cobalt transport protein	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF00005	0.57071	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF13476	0.61835	CL0023	P-loop_NTPase	AAA_23	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF05783	0.64899	CL0023	P-loop_NTPase	DLIC	Dynein light intermediate chain (DLIC)	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF13555	0.71355	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF13521	0.71354	CL0023	P-loop_NTPase	AAA_28	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF13191	0.762	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF01935	0.72895	CL0023	P-loop_NTPase	DUF87	Helicase HerA, central domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF12128	0.64954	CL0023	P-loop_NTPase	DUF3584	Protein of unknown function (DUF3584)	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF02463	0.72385	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF05729	0.74276	CL0023	P-loop_NTPase	NACHT	NACHT domain	1747	Cutibacterium acnes
SRR6145058	k99_8899	k99_8899_133-2376.1	antibacterial	k99_8899_k99_8899_5	2082	2376	PF13304	0.72001	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_1	0	552	PF01026	0.5468	CL0034	Amidohydrolase	TatD_DNase	TatD related DNase	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_2	548	1445	PF00398	0.61679	CL0063	NADP_Rossmann	RrnaAD	Ribosomal RNA adenine dimethylase	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_3	1468	2440	PF00288	0.61986	CL0329	S5	GHMP_kinases_N	GHMP kinases N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_3	1468	2440	PF08544	0.57805	CL0677	GHMP_C	GHMP_kinases_C	GHMP kinases C terminal	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_4	2436	2976	PF12802	0.58603	CL0123	HTH	MarR_2	MarR family	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_4	2436	2976	PF01047	0.55631	CL0123	HTH	MarR	MarR family	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_4	2436	2976	PF13463	0.53774	CL0123	HTH	HTH_27	Winged helix DNA-binding domain	1747	Cutibacterium acnes
SRR6145058	k99_6826	k99_6826_0-3641.1	antibacterial	k99_6826_k99_6826_5	2957	3641	PF00440	0.61012	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1747	Cutibacterium acnes
SRR6145058	k99_7577	k99_7577_202-331.1	antibacterial	k99_7577_k99_7577_1	202	331	PF14110	0.54766	NA	NA	DUF4282	Domain of unknown function (DUF4282)	1747	Cutibacterium acnes
SRR6145058	k99_7577	k99_7577_2178-2514.1	antibacterial	k99_7577_k99_7577_3	2178	2514	PF13602	0.62064	CL0063	NADP_Rossmann	ADH_zinc_N_2	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_1656	k99_1656_2-233.1	antibacterial	k99_1656_k99_1656_1	2	233	PF01262	0.5792	CL0063	NADP_Rossmann	AlaDh_PNT_C	Alanine dehydrogenase/PNT, C-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8587	k99_8587_247-2911.1	antibacterial	k99_8587_k99_8587_2	247	1939	PF13088	0.55946	CL0434	Sialidase	BNR_2	BNR repeat-like domain	1747	Cutibacterium acnes
SRR6145058	k99_8587	k99_8587_247-2911.1	antibacterial	k99_8587_k99_8587_3	2140	2911	PF13829	0.52573	NA	NA	DUF4191	Domain of unknown function (DUF4191)	1747	Cutibacterium acnes
SRR6145058	k99_6772	k99_6772_1-664.1	antibacterial	k99_6772_k99_6772_1	1	664	PF00925	0.56978	NA	NA	GTP_cyclohydro2	GTP cyclohydrolase II	1234380	Cutibacterium acnes C1
SRR6145058	k99_9084	k99_9084_431-1998.1	antibacterial	k99_9084_k99_9084_2	431	1088	PF06283	0.60782	CL0014	Glutaminase_I	ThuA	Trehalose utilisation	1747	Cutibacterium acnes
SRR6145058	k99_9084	k99_9084_431-1998.1	antibacterial	k99_9084_k99_9084_3	1290	1998	PF01261	0.60423	CL0036	TIM_barrel	AP_endonuc_2	Xylose isomerase-like TIM barrel	1747	Cutibacterium acnes
SRR6145058	k99_9660	k99_9660_1-274.1	antibacterial	k99_9660_k99_9660_1	1	274	PF06758	0.52866	NA	NA	Olduvai	Olduvai domain	9606	Homo sapiens
SRR6145058	k99_10284	k99_10284_119-509.1	antibacterial	k99_10284_k99_10284_1	119	509	PF13340	0.66942	NA	NA	DUF4096	Putative transposase of IS4/5 family (DUF4096)	1747	Cutibacterium acnes
SRR6145058	k99_9086	k99_9086_2-440.1	antibacterial	k99_9086_k99_9086_1	2	440	PF02687	0.5222	CL0404	BPD_transp_1	FtsX	FtsX-like permease family	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF00196	0.78682	CL0123	HTH	GerE	Bacterial regulatory proteins, luxR family	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF04545	0.70187	CL0123	HTH	Sigma70_r4	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF14493	0.70965	CL0123	HTH	HTH_40	Helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF08281	0.70763	CL0123	HTH	Sigma70_r4_2	Sigma-70, region 4	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF13936	0.6869	CL0123	HTH	HTH_38	Helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_1	0	600	PF00072	0.66131	CL0304	CheY	Response_reg	Response regulator receiver domain	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_2	604	1093	PF02518	0.66659	CL0025	His_Kinase_A	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	1747	Cutibacterium acnes
SRR6145058	k99_9216	k99_9216_0-1093.1	antibacterial	k99_9216_k99_9216_2	604	1093	PF07730	0.78917	CL0025	His_Kinase_A	HisKA_3	Histidine kinase	1747	Cutibacterium acnes
SRR6145058	k99_9087	k99_9087_161-1016.1	antibacterial	k99_9087_k99_9087_2	161	1016	PF03976	0.50258	CL0023	P-loop_NTPase	PPK2	Polyphosphate kinase 2 (PPK2)	1747	Cutibacterium acnes
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_1	0	843	PF06609	0.66095	CL0015	MFS	TRI12	Fungal trichothecene efflux pump (TRI12)	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_1	0	843	PF07690	0.69297	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_1	0	843	PF00083	0.69218	CL0015	MFS	Sugar_tr	Sugar (and other) transporter	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_1	0	843	PF06779	0.69159	CL0015	MFS	MFS_4	Uncharacterised MFS-type transporter YbfB	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_1	0	843	PF13347	0.71739	CL0015	MFS	MFS_2	MFS/sugar transport protein	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_2	937	1546	PF00440	0.70611	CL0123	HTH	TetR_N	Bacterial regulatory proteins, tetR family	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_2	937	1546	PF13022	0.6674	CL0123	HTH	HTH_Tnp_1_2	Helix-turn-helix of insertion element transposase	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_2	937	1546	PF08279	0.58637	CL0123	HTH	HTH_11	HTH domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_2	937	1546	PF13384	0.61958	CL0123	HTH	HTH_23	Homeodomain-like domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_2	937	1546	PF00356	0.58917	CL0123	HTH	LacI	Bacterial regulatory proteins, lacI family	1234380	Cutibacterium acnes C1
SRR6145058	k99_5447	k99_5447_0-2309.1	inhibitor	k99_5447_k99_5447_3	1628	2309	PF04893	0.56557	CL0112	Yip1	Yip1	Yip1 domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_11720	k99_11720_259-1201.1	antibacterial	k99_11720_k99_11720_1	259	1201	PF12697	0.56684	CL0028	AB_hydrolase	Abhydrolase_6	Alpha/beta hydrolase family	1747	Cutibacterium acnes
SRR6145058	k99_11720	k99_11720_259-1201.1	antibacterial	k99_11720_k99_11720_1	259	1201	PF12146	0.52845	CL0028	AB_hydrolase	Hydrolase_4	Serine aminopeptidase, S33	1747	Cutibacterium acnes
SRR6145058	k99_11720	k99_11720_259-1201.1	antibacterial	k99_11720_k99_11720_1	259	1201	PF00561	0.52767	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1747	Cutibacterium acnes
SRR6145058	k99_11720	k99_11720_259-1201.1	antibacterial	k99_11720_k99_11720_1	259	1201	PF06821	0.4934	CL0028	AB_hydrolase	Ser_hydrolase	Serine hydrolase	1747	Cutibacterium acnes
SRR6145058	k99_5004	k99_5004_202-1027.1	antibacterial	k99_5004_k99_5004_1	202	1027	PF02698	0.57241	NA	NA	DUF218	DUF218 domain	1747	Cutibacterium acnes
SRR6145058	k99_10468	k99_10468_33-2710.1	antibacterial	k99_10468_k99_10468_1	33	510	PF07883	0.73133	CL0029	Cupin	Cupin_2	Cupin domain	1747	Cutibacterium acnes
SRR6145058	k99_10468	k99_10468_33-2710.1	antibacterial	k99_10468_k99_10468_3	876	1293	PF15795	0.63109	NA	NA	Spec3	Ectodermal ciliogenesis protein	1747	Cutibacterium acnes
SRR6145058	k99_10468	k99_10468_33-2710.1	antibacterial	k99_10468_k99_10468_4	1414	2710	PF01156	0.58451	NA	NA	IU_nuc_hydro	Inosine-uridine preferring nucleoside hydrolase	1747	Cutibacterium acnes
SRR6145058	k99_1657	k99_1657_167-1541.1	antibacterial	k99_1657_k99_1657_2	167	1541	PF02775	0.52657	CL0254	THDP-binding	TPP_enzyme_C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_1657	k99_1657_167-1541.1	antibacterial	k99_1657_k99_1657_2	167	1541	PF00205	0.50774	CL0085	FAD_DHS	TPP_enzyme_M	Thiamine pyrophosphate enzyme, central domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_3548	k99_3548_1-2581.1	antibacterial	k99_3548_k99_3548_1	1	1549	PF09594	0.71173	CL0111	GT-C	GT87	Glycosyltransferase family 87	1747	Cutibacterium acnes
SRR6145058	k99_3548	k99_3548_1-2581.1	antibacterial	k99_3548_k99_3548_2	1645	2581	PF16113	0.62628	CL0127	ClpP_crotonase	ECH_2	Enoyl-CoA hydratase/isomerase	1747	Cutibacterium acnes
SRR6145058	k99_3548	k99_3548_1-2581.1	antibacterial	k99_3548_k99_3548_2	1645	2581	PF00378	0.59912	CL0127	ClpP_crotonase	ECH_1	Enoyl-CoA hydratase/isomerase	1747	Cutibacterium acnes
SRR6145058	k99_6190	k99_6190_0-1227.1	antibacterial	k99_6190_k99_6190_1	0	1227	PF00501	0.64357	CL0378	ANL	AMP-binding	AMP-binding enzyme	1747	Cutibacterium acnes
SRR6145058	k99_7264	k99_7264_2-1298.1	antibacterial	k99_7264_k99_7264_1	2	1298	PF05088	0.50922	CL0063	NADP_Rossmann	Bac_GDH	Bacterial NAD-glutamate dehydrogenase	1747	Cutibacterium acnes
