sample	contig	length
SRR6145059	k99_14412 	 393
SRR6145059	k99_1711 	 393
SRR6145059	k99_13658 	 393
SRR6145059	k99_10879 	 393
SRR6145059	k99_351 	 393
SRR6145059	k99_4877 	 393
SRR6145059	k99_2904 	 393
SRR6145059	k99_11714 	 393
SRR6145059	k99_7931 	 393
SRR6145059	k99_7342 	 393
SRR6145059	k99_14896 	 393
SRR6145059	k99_7815 	 393
SRR6145059	k99_8981 	 393
SRR6145059	k99_14698 	 393
SRR6145059	k99_7325 	 393
SRR6145059	k99_5329 	 393
SRR6145059	k99_3083 	 393
SRR6145059	k99_3563 	 393
SRR6145059	k99_12109 	 393
SRR6145059	k99_14283 	 393
SRR6145059	k99_14105 	 393
SRR6145059	k99_14067 	 393
SRR6145059	k99_7311 	 393
SRR6145059	k99_13636 	 393
SRR6145059	k99_13245 	 393
SRR6145059	k99_3404 	 393
SRR6145059	k99_12101 	 393
SRR6145059	k99_11484 	 393
SRR6145059	k99_3332 	 393
SRR6145059	k99_2854 	 393
SRR6145059	k99_10111 	 392
SRR6145059	k99_13156 	 392
SRR6145059	k99_6635 	 392
SRR6145059	k99_14953 	 392
SRR6145059	k99_7086 	 392
SRR6145059	k99_3794 	 392
SRR6145059	k99_6002 	 392
SRR6145059	k99_8226 	 392
SRR6145059	k99_4645 	 392
SRR6145059	k99_8617 	 392
SRR6145059	k99_4741 	 392
SRR6145059	k99_5334 	 392
SRR6145059	k99_1465 	 392
SRR6145059	k99_13052 	 392
SRR6145059	k99_10504 	 392
SRR6145059	k99_84 	 392
SRR6145059	k99_4424 	 392
SRR6145059	k99_12222 	 392
SRR6145059	k99_2485 	 392
SRR6145059	k99_9945 	 392
SRR6145059	k99_12019 	 392
SRR6145059	k99_1969 	 392
SRR6145059	k99_7119 	 392
SRR6145059	k99_2008 	 392
SRR6145059	k99_12738 	 392
SRR6145059	k99_2959 	 392
SRR6145059	k99_10788 	 392
SRR6145059	k99_5730 	 392
SRR6145059	k99_363 	 392
SRR6145059	k99_11083 	 392
SRR6145059	k99_120 	 392
SRR6145059	k99_5630 	 392
SRR6145059	k99_5065 	 392
SRR6145059	k99_1310 	 392
SRR6145059	k99_14332 	 392
SRR6145059	k99_6838 	 392
SRR6145059	k99_7407 	 392
SRR6145059	k99_8837 	 392
SRR6145059	k99_13744 	 392
SRR6145059	k99_2402 	 392
SRR6145059	k99_14855 	 392
SRR6145059	k99_11165 	 392
SRR6145059	k99_14463 	 392
SRR6145059	k99_2568 	 392
SRR6145059	k99_10391 	 392
SRR6145059	k99_6988 	 391
SRR6145059	k99_3857 	 391
SRR6145059	k99_10767 	 391
SRR6145059	k99_11959 	 391
SRR6145059	k99_2084 	 391
SRR6145059	k99_11018 	 391
SRR6145059	k99_10426 	 391
SRR6145059	k99_6344 	 391
SRR6145059	k99_4084 	 391
SRR6145059	k99_12556 	 391
SRR6145059	k99_8201 	 391
SRR6145059	k99_13033 	 391
SRR6145059	k99_12969 	 391
SRR6145059	k99_6863 	 391
SRR6145059	k99_7476 	 391
SRR6145059	k99_12636 	 391
SRR6145059	k99_15592 	 391
SRR6145059	k99_8891 	 391
SRR6145059	k99_12415 	 391
SRR6145059	k99_10117 	 391
SRR6145059	k99_9676 	 391
SRR6145059	k99_499 	 391
SRR6145059	k99_9513 	 391
SRR6145059	k99_4146 	 391
SRR6145059	k99_14670 	 391
SRR6145059	k99_1148 	 391
SRR6145059	k99_1984 	 391
SRR6145059	k99_13640 	 391
SRR6145059	k99_4520 	 391
SRR6145059	k99_6653 	 391
SRR6145059	k99_11197 	 391
SRR6145059	k99_10010 	 391
SRR6145059	k99_2427 	 391
SRR6145059	k99_3603 	 391
SRR6145059	k99_11202 	 391
SRR6145059	k99_15228 	 391
SRR6145059	k99_13510 	 391
SRR6145059	k99_246 	 391
SRR6145059	k99_2078 	 391
SRR6145059	k99_8702 	 391
SRR6145059	k99_8044 	 391
SRR6145059	k99_5098 	 391
SRR6145059	k99_4107 	 391
SRR6145059	k99_587 	 391
SRR6145059	k99_14863 	 391
SRR6145059	k99_15549 	 391
SRR6145059	k99_3343 	 390
SRR6145059	k99_6672 	 390
SRR6145059	k99_981 	 390
SRR6145059	k99_7242 	 390
SRR6145059	k99_2056 	 390
SRR6145059	k99_8886 	 390
SRR6145059	k99_7853 	 390
SRR6145059	k99_14187 	 390
SRR6145059	k99_10637 	 390
SRR6145059	k99_11917 	 390
SRR6145059	k99_5380 	 390
SRR6145059	k99_11437 	 390
SRR6145059	k99_10507 	 390
SRR6145059	k99_11562 	 390
SRR6145059	k99_13826 	 390
SRR6145059	k99_9100 	 390
SRR6145059	k99_8413 	 390
SRR6145059	k99_6976 	 390
SRR6145059	k99_8158 	 390
SRR6145059	k99_15556 	 390
SRR6145059	k99_7277 	 390
SRR6145059	k99_13647 	 390
SRR6145059	k99_8159 	 390
SRR6145059	k99_13360 	 390
SRR6145059	k99_13472 	 390
SRR6145059	k99_2346 	 390
SRR6145059	k99_4675 	 390
SRR6145059	k99_261 	 390
SRR6145059	k99_15119 	 390
SRR6145059	k99_5015 	 390
SRR6145059	k99_15783 	 390
SRR6145059	k99_127 	 390
SRR6145059	k99_8630 	 390
SRR6145059	k99_5921 	 390
SRR6145059	k99_10521 	 390
SRR6145059	k99_13893 	 390
SRR6145059	k99_14507 	 390
SRR6145059	k99_7854 	 390
SRR6145059	k99_13675 	 390
SRR6145059	k99_6116 	 390
SRR6145059	k99_1385 	 389
SRR6145059	k99_3441 	 389
SRR6145059	k99_13571 	 389
SRR6145059	k99_3259 	 389
SRR6145059	k99_8218 	 389
SRR6145059	k99_13366 	 389
SRR6145059	k99_8537 	 389
SRR6145059	k99_15505 	 389
SRR6145059	k99_2783 	 389
SRR6145059	k99_10734 	 389
SRR6145059	k99_4186 	 389
SRR6145059	k99_13714 	 389
SRR6145059	k99_1901 	 389
SRR6145059	k99_13157 	 389
SRR6145059	k99_6958 	 389
SRR6145059	k99_6662 	 389
SRR6145059	k99_2054 	 389
SRR6145059	k99_2924 	 389
SRR6145059	k99_653 	 389
SRR6145059	k99_10924 	 389
SRR6145059	k99_10078 	 389
SRR6145059	k99_2811 	 389
SRR6145059	k99_1185 	 389
SRR6145059	k99_15081 	 389
SRR6145059	k99_7132 	 389
SRR6145059	k99_11264 	 389
SRR6145059	k99_3951 	 389
SRR6145059	k99_1001 	 389
SRR6145059	k99_2259 	 389
SRR6145059	k99_3203 	 389
SRR6145059	k99_883 	 389
SRR6145059	k99_7568 	 389
SRR6145059	k99_13538 	 389
SRR6145059	k99_6684 	 389
SRR6145059	k99_11788 	 389
SRR6145059	k99_141 	 389
SRR6145059	k99_6516 	 389
SRR6145059	k99_9780 	 389
SRR6145059	k99_10464 	 389
SRR6145059	k99_11211 	 389
SRR6145059	k99_10323 	 389
SRR6145059	k99_2425 	 389
SRR6145059	k99_10765 	 389
SRR6145059	k99_14714 	 389
SRR6145059	k99_14458 	 389
SRR6145059	k99_10019 	 389
SRR6145059	k99_11752 	 389
SRR6145059	k99_2795 	 389
SRR6145059	k99_13764 	 389
SRR6145059	k99_10712 	 389
SRR6145059	k99_7002 	 389
SRR6145059	k99_11895 	 388
SRR6145059	k99_502 	 388
SRR6145059	k99_934 	 388
SRR6145059	k99_6242 	 388
SRR6145059	k99_311 	 388
SRR6145059	k99_3187 	 388
SRR6145059	k99_2318 	 388
SRR6145059	k99_12096 	 388
SRR6145059	k99_12183 	 388
SRR6145059	k99_14264 	 388
SRR6145059	k99_1367 	 388
SRR6145059	k99_13467 	 388
SRR6145059	k99_11633 	 388
SRR6145059	k99_111 	 388
SRR6145059	k99_14112 	 388
SRR6145059	k99_988 	 388
SRR6145059	k99_821 	 388
SRR6145059	k99_15428 	 388
SRR6145059	k99_6310 	 388
SRR6145059	k99_4419 	 388
SRR6145059	k99_9236 	 388
SRR6145059	k99_6980 	 388
SRR6145059	k99_8946 	 388
SRR6145059	k99_989 	 388
SRR6145059	k99_15695 	 388
SRR6145059	k99_998 	 388
SRR6145059	k99_268 	 388
SRR6145059	k99_4288 	 388
SRR6145059	k99_13195 	 388
SRR6145059	k99_2196 	 388
SRR6145059	k99_14638 	 388
SRR6145059	k99_10371 	 388
SRR6145059	k99_2720 	 388
SRR6145059	k99_9267 	 388
SRR6145059	k99_13752 	 388
SRR6145059	k99_1522 	 388
SRR6145059	k99_7530 	 388
SRR6145059	k99_4908 	 388
SRR6145059	k99_9902 	 388
SRR6145059	k99_5543 	 388
SRR6145059	k99_304 	 388
SRR6145059	k99_2076 	 388
SRR6145059	k99_13031 	 388
SRR6145059	k99_9002 	 388
SRR6145059	k99_10733 	 388
SRR6145059	k99_5652 	 388
SRR6145059	k99_2016 	 388
SRR6145059	k99_4698 	 388
SRR6145059	k99_1360 	 388
SRR6145059	k99_10538 	 387
SRR6145059	k99_5651 	 387
SRR6145059	k99_4832 	 387
SRR6145059	k99_5677 	 387
SRR6145059	k99_9836 	 387
SRR6145059	k99_10430 	 387
SRR6145059	k99_3475 	 387
SRR6145059	k99_9285 	 387
SRR6145059	k99_3893 	 387
SRR6145059	k99_11865 	 387
SRR6145059	k99_12092 	 387
SRR6145059	k99_8730 	 387
SRR6145059	k99_15313 	 387
SRR6145059	k99_12121 	 387
SRR6145059	k99_10737 	 387
SRR6145059	k99_12922 	 387
SRR6145059	k99_15791 	 387
SRR6145059	k99_5619 	 387
SRR6145059	k99_6820 	 387
SRR6145059	k99_7016 	 387
SRR6145059	k99_14677 	 387
SRR6145059	k99_6141 	 387
SRR6145059	k99_546 	 387
SRR6145059	k99_3198 	 387
SRR6145059	k99_6197 	 387
SRR6145059	k99_12818 	 387
SRR6145059	k99_138 	 387
SRR6145059	k99_4289 	 387
SRR6145059	k99_9 	 387
SRR6145059	k99_12228 	 387
SRR6145059	k99_14398 	 387
SRR6145059	k99_5625 	 387
SRR6145059	k99_4134 	 387
SRR6145059	k99_87 	 387
SRR6145059	k99_8219 	 387
SRR6145059	k99_12294 	 387
SRR6145059	k99_11062 	 387
SRR6145059	k99_15118 	 387
SRR6145059	k99_5574 	 387
SRR6145059	k99_11146 	 387
SRR6145059	k99_14783 	 387
SRR6145059	k99_649 	 387
SRR6145059	k99_2918 	 387
SRR6145059	k99_3568 	 387
SRR6145059	k99_7770 	 386
SRR6145059	k99_12308 	 386
SRR6145059	k99_14215 	 386
SRR6145059	k99_14046 	 386
SRR6145059	k99_9429 	 386
SRR6145059	k99_5271 	 386
SRR6145059	k99_4766 	 386
SRR6145059	k99_8420 	 386
SRR6145059	k99_13621 	 386
SRR6145059	k99_14576 	 386
SRR6145059	k99_12320 	 386
SRR6145059	k99_9168 	 386
SRR6145059	k99_8516 	 386
SRR6145059	k99_14137 	 386
SRR6145059	k99_13153 	 386
SRR6145059	k99_13063 	 386
SRR6145059	k99_5663 	 386
SRR6145059	k99_1746 	 386
SRR6145059	k99_9103 	 386
SRR6145059	k99_5305 	 386
SRR6145059	k99_7258 	 386
SRR6145059	k99_10544 	 386
SRR6145059	k99_7430 	 386
SRR6145059	k99_1619 	 386
SRR6145059	k99_4720 	 386
SRR6145059	k99_13334 	 386
SRR6145059	k99_11764 	 386
SRR6145059	k99_14025 	 386
SRR6145059	k99_14878 	 386
SRR6145059	k99_11423 	 386
SRR6145059	k99_3299 	 386
SRR6145059	k99_12700 	 386
SRR6145059	k99_4409 	 386
SRR6145059	k99_11981 	 386
SRR6145059	k99_7604 	 386
SRR6145059	k99_9321 	 386
SRR6145059	k99_3776 	 386
SRR6145059	k99_5036 	 386
SRR6145059	k99_7587 	 386
SRR6145059	k99_8393 	 386
SRR6145059	k99_9290 	 385
SRR6145059	k99_2128 	 385
SRR6145059	k99_10443 	 385
SRR6145059	k99_15670 	 385
SRR6145059	k99_13626 	 385
SRR6145059	k99_12939 	 385
SRR6145059	k99_11227 	 385
SRR6145059	k99_8840 	 385
SRR6145059	k99_7015 	 385
SRR6145059	k99_8430 	 385
SRR6145059	k99_2982 	 385
SRR6145059	k99_11215 	 385
SRR6145059	k99_14996 	 385
SRR6145059	k99_3826 	 385
SRR6145059	k99_11525 	 385
SRR6145059	k99_9743 	 385
SRR6145059	k99_14793 	 385
SRR6145059	k99_12936 	 385
SRR6145059	k99_6634 	 385
SRR6145059	k99_4240 	 385
SRR6145059	k99_4034 	 385
SRR6145059	k99_2991 	 385
SRR6145059	k99_5390 	 385
SRR6145059	k99_15726 	 385
SRR6145059	k99_3814 	 385
SRR6145059	k99_10313 	 385
SRR6145059	k99_9530 	 385
SRR6145059	k99_7681 	 385
SRR6145059	k99_7087 	 385
SRR6145059	k99_11419 	 385
SRR6145059	k99_4599 	 385
SRR6145059	k99_1025 	 385
SRR6145059	k99_6562 	 385
SRR6145059	k99_15287 	 385
SRR6145059	k99_3196 	 385
SRR6145059	k99_1936 	 385
SRR6145059	k99_8549 	 385
SRR6145059	k99_1608 	 385
SRR6145059	k99_3696 	 385
SRR6145059	k99_12811 	 385
SRR6145059	k99_7350 	 384
SRR6145059	k99_591 	 384
SRR6145059	k99_3688 	 384
SRR6145059	k99_2236 	 384
SRR6145059	k99_5863 	 384
SRR6145059	k99_7097 	 384
SRR6145059	k99_4530 	 384
SRR6145059	k99_8374 	 384
SRR6145059	k99_3110 	 384
SRR6145059	k99_14007 	 384
SRR6145059	k99_6365 	 384
SRR6145059	k99_11333 	 384
SRR6145059	k99_12337 	 384
SRR6145059	k99_9929 	 384
SRR6145059	k99_9638 	 384
SRR6145059	k99_7018 	 384
SRR6145059	k99_317 	 384
SRR6145059	k99_6048 	 384
SRR6145059	k99_7089 	 384
SRR6145059	k99_15013 	 384
SRR6145059	k99_7684 	 384
SRR6145059	k99_6479 	 384
SRR6145059	k99_1937 	 384
SRR6145059	k99_14155 	 384
SRR6145059	k99_4273 	 384
SRR6145059	k99_15727 	 384
SRR6145059	k99_2748 	 384
SRR6145059	k99_13277 	 384
SRR6145059	k99_14378 	 384
SRR6145059	k99_12132 	 384
SRR6145059	k99_1369 	 384
SRR6145059	k99_5153 	 384
SRR6145059	k99_10946 	 384
SRR6145059	k99_3279 	 384
SRR6145059	k99_11746 	 384
SRR6145059	k99_1955 	 384
SRR6145059	k99_8846 	 384
SRR6145059	k99_14847 	 384
SRR6145059	k99_3788 	 384
SRR6145059	k99_12249 	 384
SRR6145059	k99_1760 	 384
SRR6145059	k99_1868 	 384
SRR6145059	k99_9593 	 384
SRR6145059	k99_13196 	 384
SRR6145059	k99_15439 	 384
SRR6145059	k99_567 	 384
SRR6145059	k99_2060 	 384
SRR6145059	k99_8926 	 384
SRR6145059	k99_8114 	 384
SRR6145059	k99_2507 	 384
SRR6145059	k99_9824 	 384
SRR6145059	k99_5673 	 384
SRR6145059	k99_3049 	 384
SRR6145059	k99_8506 	 384
SRR6145059	k99_482 	 383
SRR6145059	k99_7473 	 383
SRR6145059	k99_9025 	 383
SRR6145059	k99_13055 	 383
SRR6145059	k99_2596 	 383
SRR6145059	k99_8165 	 383
SRR6145059	k99_1620 	 383
SRR6145059	k99_15346 	 383
SRR6145059	k99_8851 	 383
SRR6145059	k99_2607 	 383
SRR6145059	k99_4329 	 383
SRR6145059	k99_10363 	 383
SRR6145059	k99_2543 	 383
SRR6145059	k99_1314 	 383
SRR6145059	k99_9265 	 383
SRR6145059	k99_5881 	 383
SRR6145059	k99_5899 	 383
SRR6145059	k99_9626 	 383
SRR6145059	k99_6025 	 383
SRR6145059	k99_12702 	 383
SRR6145059	k99_7233 	 383
SRR6145059	k99_5502 	 383
SRR6145059	k99_1819 	 383
SRR6145059	k99_4058 	 383
SRR6145059	k99_5536 	 383
SRR6145059	k99_15203 	 383
SRR6145059	k99_9219 	 383
SRR6145059	k99_11934 	 383
SRR6145059	k99_1276 	 383
SRR6145059	k99_12520 	 383
SRR6145059	k99_11866 	 383
SRR6145059	k99_14440 	 383
SRR6145059	k99_8091 	 383
SRR6145059	k99_5525 	 383
SRR6145059	k99_5844 	 383
SRR6145059	k99_4057 	 383
SRR6145059	k99_5191 	 383
SRR6145059	k99_14733 	 383
SRR6145059	k99_6839 	 383
SRR6145059	k99_13348 	 383
SRR6145059	k99_15317 	 383
SRR6145059	k99_8081 	 383
SRR6145059	k99_9763 	 383
SRR6145059	k99_12452 	 383
SRR6145059	k99_13681 	 383
SRR6145059	k99_12896 	 383
SRR6145059	k99_1673 	 383
SRR6145059	k99_12493 	 383
SRR6145059	k99_5599 	 383
SRR6145059	k99_14817 	 383
SRR6145059	k99_15015 	 383
SRR6145059	k99_12024 	 383
SRR6145059	k99_14122 	 383
SRR6145059	k99_11734 	 383
SRR6145059	k99_10700 	 383
SRR6145059	k99_15583 	 383
SRR6145059	k99_467 	 383
SRR6145059	k99_10422 	 382
SRR6145059	k99_8605 	 382
SRR6145059	k99_8414 	 382
SRR6145059	k99_11699 	 382
SRR6145059	k99_15465 	 382
SRR6145059	k99_7224 	 382
SRR6145059	k99_13549 	 382
SRR6145059	k99_12198 	 382
SRR6145059	k99_15496 	 382
SRR6145059	k99_7418 	 382
SRR6145059	k99_7100 	 382
SRR6145059	k99_11231 	 382
SRR6145059	k99_2540 	 382
SRR6145059	k99_4810 	 382
SRR6145059	k99_11246 	 382
SRR6145059	k99_10141 	 382
SRR6145059	k99_9471 	 382
SRR6145059	k99_7600 	 382
SRR6145059	k99_5778 	 382
SRR6145059	k99_3490 	 382
SRR6145059	k99_3782 	 382
SRR6145059	k99_754 	 382
SRR6145059	k99_9568 	 382
SRR6145059	k99_7590 	 382
SRR6145059	k99_4111 	 382
SRR6145059	k99_7108 	 382
SRR6145059	k99_147 	 382
SRR6145059	k99_2578 	 382
SRR6145059	k99_4138 	 382
SRR6145059	k99_8622 	 382
SRR6145059	k99_4260 	 382
SRR6145059	k99_12752 	 382
SRR6145059	k99_9274 	 382
SRR6145059	k99_3750 	 382
SRR6145059	k99_8553 	 382
SRR6145059	k99_8032 	 382
SRR6145059	k99_9668 	 382
SRR6145059	k99_6208 	 382
SRR6145059	k99_12531 	 382
SRR6145059	k99_479 	 382
SRR6145059	k99_590 	 382
SRR6145059	k99_6484 	 382
SRR6145059	k99_15356 	 382
SRR6145059	k99_10823 	 382
SRR6145059	k99_3545 	 381
SRR6145059	k99_1242 	 381
SRR6145059	k99_5578 	 381
SRR6145059	k99_4798 	 381
SRR6145059	k99_11782 	 381
SRR6145059	k99_6968 	 381
SRR6145059	k99_11519 	 381
SRR6145059	k99_7778 	 381
SRR6145059	k99_12466 	 381
SRR6145059	k99_15582 	 381
SRR6145059	k99_6460 	 381
SRR6145059	k99_5762 	 381
SRR6145059	k99_11909 	 381
SRR6145059	k99_9796 	 381
SRR6145059	k99_13780 	 381
SRR6145059	k99_2241 	 381
SRR6145059	k99_308 	 381
SRR6145059	k99_1394 	 381
SRR6145059	k99_4903 	 381
SRR6145059	k99_9807 	 381
SRR6145059	k99_14220 	 381
SRR6145059	k99_12745 	 381
SRR6145059	k99_9872 	 381
SRR6145059	k99_11602 	 381
SRR6145059	k99_286 	 381
SRR6145059	k99_12359 	 381
SRR6145059	k99_10099 	 381
SRR6145059	k99_8339 	 381
SRR6145059	k99_4488 	 381
SRR6145059	k99_8166 	 381
SRR6145059	k99_11945 	 381
SRR6145059	k99_143 	 381
SRR6145059	k99_15666 	 381
SRR6145059	k99_8235 	 381
SRR6145059	k99_11621 	 381
SRR6145059	k99_9017 	 381
SRR6145059	k99_12016 	 381
SRR6145059	k99_4601 	 381
SRR6145059	k99_9757 	 381
SRR6145059	k99_13846 	 381
SRR6145059	k99_10961 	 381
SRR6145059	k99_6094 	 381
SRR6145059	k99_11577 	 381
SRR6145059	k99_1739 	 381
SRR6145059	k99_13253 	 381
SRR6145059	k99_3770 	 381
SRR6145059	k99_6481 	 381
SRR6145059	k99_327 	 381
SRR6145059	k99_11721 	 381
SRR6145059	k99_15066 	 381
SRR6145059	k99_23 	 381
SRR6145059	k99_15614 	 381
SRR6145059	k99_1575 	 381
SRR6145059	k99_1033 	 380
SRR6145059	k99_14926 	 380
SRR6145059	k99_10915 	 380
SRR6145059	k99_11298 	 380
SRR6145059	k99_5010 	 380
SRR6145059	k99_7553 	 380
SRR6145059	k99_2298 	 380
SRR6145059	k99_7121 	 380
SRR6145059	k99_1018 	 380
SRR6145059	k99_1449 	 380
SRR6145059	k99_12957 	 380
SRR6145059	k99_12886 	 380
SRR6145059	k99_3129 	 380
SRR6145059	k99_9660 	 380
SRR6145059	k99_11064 	 380
SRR6145059	k99_6577 	 380
SRR6145059	k99_11776 	 380
SRR6145059	k99_8315 	 380
SRR6145059	k99_10973 	 380
SRR6145059	k99_8535 	 380
SRR6145059	k99_5779 	 380
SRR6145059	k99_6358 	 380
SRR6145059	k99_5399 	 380
SRR6145059	k99_6415 	 380
SRR6145059	k99_1910 	 380
SRR6145059	k99_3546 	 380
SRR6145059	k99_8869 	 380
SRR6145059	k99_768 	 380
SRR6145059	k99_14133 	 380
SRR6145059	k99_10319 	 380
SRR6145059	k99_10967 	 380
SRR6145059	k99_1911 	 380
SRR6145059	k99_10649 	 380
SRR6145059	k99_9331 	 380
SRR6145059	k99_6728 	 380
SRR6145059	k99_10025 	 380
SRR6145059	k99_365 	 380
SRR6145059	k99_7877 	 380
SRR6145059	k99_8269 	 380
SRR6145059	k99_15204 	 380
SRR6145059	k99_7565 	 380
SRR6145059	k99_10959 	 380
SRR6145059	k99_12507 	 380
SRR6145059	k99_1931 	 380
SRR6145059	k99_11912 	 380
SRR6145059	k99_12765 	 380
SRR6145059	k99_346 	 380
SRR6145059	k99_14875 	 380
SRR6145059	k99_13295 	 380
SRR6145059	k99_15545 	 380
SRR6145059	k99_15276 	 380
SRR6145059	k99_15217 	 380
SRR6145059	k99_9139 	 380
SRR6145059	k99_7709 	 380
SRR6145059	k99_13266 	 380
SRR6145059	k99_4128 	 380
SRR6145059	k99_9866 	 379
SRR6145059	k99_10772 	 379
SRR6145059	k99_15054 	 379
SRR6145059	k99_5626 	 379
SRR6145059	k99_9436 	 379
SRR6145059	k99_14759 	 379
SRR6145059	k99_3481 	 379
SRR6145059	k99_7081 	 379
SRR6145059	k99_14313 	 379
SRR6145059	k99_12216 	 379
SRR6145059	k99_2782 	 379
SRR6145059	k99_5938 	 379
SRR6145059	k99_1340 	 379
SRR6145059	k99_4094 	 379
SRR6145059	k99_7024 	 379
SRR6145059	k99_15047 	 379
SRR6145059	k99_4274 	 379
SRR6145059	k99_1460 	 379
SRR6145059	k99_1224 	 379
SRR6145059	k99_4811 	 379
SRR6145059	k99_11762 	 379
SRR6145059	k99_7387 	 379
SRR6145059	k99_12567 	 379
SRR6145059	k99_11170 	 379
SRR6145059	k99_9336 	 379
SRR6145059	k99_11770 	 379
SRR6145059	k99_14075 	 379
SRR6145059	k99_4749 	 379
SRR6145059	k99_13576 	 379
SRR6145059	k99_1669 	 379
SRR6145059	k99_2600 	 379
SRR6145059	k99_12414 	 379
SRR6145059	k99_772 	 379
SRR6145059	k99_13603 	 379
SRR6145059	k99_4887 	 379
SRR6145059	k99_10640 	 379
SRR6145059	k99_15539 	 379
SRR6145059	k99_9778 	 379
SRR6145059	k99_8655 	 379
SRR6145059	k99_2134 	 379
SRR6145059	k99_11798 	 379
SRR6145059	k99_15717 	 379
SRR6145059	k99_11316 	 379
SRR6145059	k99_513 	 379
SRR6145059	k99_2491 	 379
SRR6145059	k99_526 	 379
SRR6145059	k99_2454 	 379
SRR6145059	k99_11045 	 379
SRR6145059	k99_3543 	 379
SRR6145059	k99_11900 	 379
SRR6145059	k99_3916 	 379
SRR6145059	k99_10841 	 379
SRR6145059	k99_15358 	 378
SRR6145059	k99_740 	 378
SRR6145059	k99_3816 	 378
SRR6145059	k99_9795 	 378
SRR6145059	k99_4164 	 378
SRR6145059	k99_7831 	 378
SRR6145059	k99_7007 	 378
SRR6145059	k99_2480 	 378
SRR6145059	k99_8965 	 378
SRR6145059	k99_8734 	 378
SRR6145059	k99_2095 	 378
SRR6145059	k99_4991 	 378
SRR6145059	k99_6841 	 378
SRR6145059	k99_2516 	 378
SRR6145059	k99_6435 	 378
SRR6145059	k99_2810 	 378
SRR6145059	k99_6861 	 378
SRR6145059	k99_10642 	 378
SRR6145059	k99_7768 	 378
SRR6145059	k99_13423 	 378
SRR6145059	k99_12058 	 378
SRR6145059	k99_1470 	 378
SRR6145059	k99_15157 	 378
SRR6145059	k99_7000 	 378
SRR6145059	k99_9632 	 378
SRR6145059	k99_199 	 378
SRR6145059	k99_14662 	 378
SRR6145059	k99_10981 	 378
SRR6145059	k99_14586 	 378
SRR6145059	k99_2210 	 378
SRR6145059	k99_9935 	 378
SRR6145059	k99_6629 	 378
SRR6145059	k99_2136 	 378
SRR6145059	k99_10604 	 378
SRR6145059	k99_15652 	 378
SRR6145059	k99_8491 	 378
SRR6145059	k99_8833 	 378
SRR6145059	k99_2300 	 378
SRR6145059	k99_14894 	 378
SRR6145059	k99_7264 	 378
SRR6145059	k99_2167 	 378
SRR6145059	k99_11595 	 378
SRR6145059	k99_3305 	 378
SRR6145059	k99_12378 	 378
SRR6145059	k99_14765 	 378
SRR6145059	k99_615 	 378
SRR6145059	k99_14097 	 378
SRR6145059	k99_14774 	 378
SRR6145059	k99_9828 	 378
SRR6145059	k99_15534 	 377
SRR6145059	k99_1381 	 377
SRR6145059	k99_5266 	 377
SRR6145059	k99_1136 	 377
SRR6145059	k99_6083 	 377
SRR6145059	k99_906 	 377
SRR6145059	k99_10261 	 377
SRR6145059	k99_9985 	 377
SRR6145059	k99_11244 	 377
SRR6145059	k99_7869 	 377
SRR6145059	k99_15503 	 377
SRR6145059	k99_7067 	 377
SRR6145059	k99_8274 	 377
SRR6145059	k99_13180 	 377
SRR6145059	k99_7469 	 377
SRR6145059	k99_12918 	 377
SRR6145059	k99_11644 	 377
SRR6145059	k99_578 	 377
SRR6145059	k99_12954 	 377
SRR6145059	k99_10997 	 377
SRR6145059	k99_3093 	 377
SRR6145059	k99_5800 	 377
SRR6145059	k99_5694 	 377
SRR6145059	k99_7878 	 377
SRR6145059	k99_11599 	 377
SRR6145059	k99_5369 	 377
SRR6145059	k99_1140 	 377
SRR6145059	k99_3377 	 377
SRR6145059	k99_851 	 377
SRR6145059	k99_11489 	 377
SRR6145059	k99_10359 	 377
SRR6145059	k99_2945 	 377
SRR6145059	k99_5440 	 377
SRR6145059	k99_427 	 377
SRR6145059	k99_3287 	 377
SRR6145059	k99_11677 	 377
SRR6145059	k99_8576 	 377
SRR6145059	k99_15694 	 377
SRR6145059	k99_8152 	 377
SRR6145059	k99_7915 	 377
SRR6145059	k99_12790 	 377
SRR6145059	k99_15200 	 377
SRR6145059	k99_12571 	 377
SRR6145059	k99_861 	 377
SRR6145059	k99_3707 	 377
SRR6145059	k99_12312 	 377
SRR6145059	k99_9792 	 377
SRR6145059	k99_2747 	 377
SRR6145059	k99_3116 	 377
SRR6145059	k99_9317 	 377
SRR6145059	k99_6407 	 377
SRR6145059	k99_8064 	 377
SRR6145059	k99_14722 	 377
SRR6145059	k99_4231 	 377
SRR6145059	k99_15000 	 376
SRR6145059	k99_15452 	 376
SRR6145059	k99_13293 	 376
SRR6145059	k99_6674 	 376
SRR6145059	k99_4929 	 376
SRR6145059	k99_3437 	 376
SRR6145059	k99_2834 	 376
SRR6145059	k99_3570 	 376
SRR6145059	k99_12293 	 376
SRR6145059	k99_610 	 376
SRR6145059	k99_14835 	 376
SRR6145059	k99_15041 	 376
SRR6145059	k99_11309 	 376
SRR6145059	k99_8565 	 376
SRR6145059	k99_882 	 376
SRR6145059	k99_5301 	 376
SRR6145059	k99_1189 	 376
SRR6145059	k99_2689 	 376
SRR6145059	k99_1507 	 376
SRR6145059	k99_4513 	 376
SRR6145059	k99_31 	 376
SRR6145059	k99_4400 	 376
